postcode,construction_age_band,in_conservation_area
RM10 7XP,1950-1966,0
RM10 7XB,1950-1966,0
RM10 7TA,1930-1949,0
RM10 7XJ,1967-1982,0
RM10 7XD,pre-1900,0
RM10 7JX,1930-1949,0
RM10 8XU,1930-1949,0
RM10 8ER,1900-1929,0
RM10 8AN,1900-1929,0
RM10 8ES,1930-1949,0
RM10 8EU,1900-1929,0
RM10 8EP,1930-1949,0
RM10 8EL,1930-1949,0
RM10 8GG,1983-1995,0
RM10 8YD,1930-1949,0
RM10 8YA,1930-1949,0
RM10 8EH,2012-onwards,0
RM10 8XX,1930-1949,0
RM10 8YB,1930-1949,0
RM7 0SB,1930-1949,0
RM7 0RR,1930-1949,0
RM7 0SH,1930-1949,0
RM7 0SA,1930-1949,0
RM7 0JH,2012-onwards,0
RM7 0UJ,1930-1949,0
RM7 0UP,1930-1949,0
RM7 0XL,1930-1949,0
RM7 0UH,1930-1949,0
RM7 0UL,1930-1949,0
RM7 0UU,1930-1949,0
RM7 0XD,1930-1949,0
RM7 0TL,1930-1949,0
RM7 0XJ,1950-1966,0
RM7 0RJ,1930-1949,0
RM7 0TJ,1930-1949,0
RM7 0XB,1930-1949,0
RM7 0RT,1950-1966,0
RM7 0RU,1930-1949,0
RM7 0RX,1930-1949,0
RM7 0SL,1930-1949,0
RM7 0RP,1930-1949,0
RM7 0RS,1930-1949,0
RM7 0SP,1930-1949,0
RM7 0UD,1930-1949,0
RM7 0XA,1930-1949,0
RM7 0UX,1900-1929,0
RM7 0UT,1950-1966,0
RM7 0UR,1950-1966,0
RM10 7BD,1950-1966,0
RM10 7AB,1930-1949,0
RM10 7BJ,1950-1966,0
RM10 7BH,1950-1966,0
RM10 7BE,1950-1966,0
RM10 7BB,1930-1949,0
RM7 0TU,1950-1966,0
RM7 0UB,1930-1949,0
RM7 0TT,1930-1949,0
RM7 0SR,1930-1949,0
RM7 0SJ,1930-1949,0
RM7 0TD,1930-1949,0
RM7 0TR,1930-1949,0
RM7 0TB,1996-2011,0
RM7 0UA,2012-onwards,0
RM7 0TP,1930-1949,0
RM7 0TH,1950-1966,0
RM7 0TS,1950-1966,0
RM7 0XH,1930-1949,0
RM7 0TX,1930-1949,0
RM7 0WX,1983-1995,0
RM7 0SD,1900-1929,0
RM7 0WY,1983-1995,0
RM7 0YY,1996-2011,0
RM7 0YL,1967-1982,0
RM7 0YP,1967-1982,0
RM7 0XN,1996-2011,0
RM7 0YW,1996-2011,0
RM7 0YQ,1996-2011,0
RM7 0YT,1930-1949,0
RM7 0YH,1930-1949,0
RM7 0YB,1930-1949,0
RM7 0XX,1967-1982,0
RM7 0JA,1930-1949,0
RM7 0XQ,1983-1995,0
RM7 0WZ,1996-2011,0
RM7 0NT,2012-onwards,0
RM7 0WW,1996-2011,0
RM7 0XU,1930-1949,0
RM7 0QX,1983-1995,0
RM7 0YZ,1996-2011,0
RM7 0YD,1930-1949,0
RM7 0XT,1996-2011,0
RM7 0YJ,1967-1982,0
RM7 0YX,1930-1949,0
RM7 0YU,1930-1949,0
RM7 0YR,1950-1966,0
RM7 0YS,1900-1929,0
RM7 0SS,1996-2011,0
RM10 7AX,1967-1982,0
RM10 7AU,1967-1982,0
RM9 4XP,1930-1949,0
RM9 4XR,1930-1949,0
RM9 4QJ,1950-1966,0
RM9 4XW,1996-2011,0
RM9 4XS,1967-1982,0
RM9 4QL,1950-1966,0
RM9 4DU,1900-1929,0
RM9 4DR,1930-1949,0
RM9 4EA,1930-1949,0
RM9 4DL,1900-1929,0
RM9 4DP,1930-1949,0
RM9 4RA,2012-onwards,0
IG11 7QN,1930-1949,0
IG11 7QL,1930-1949,0
IG11 7RW,1900-1929,0
RM9 4JX,1930-1949,0
RM9 4JU,1930-1949,0
RM9 5JT,1930-1949,0
RM9 4JT,1930-1949,0
RM9 4DB,1930-1949,0
RM9 4JS,1950-1966,0
RM9 4LA,1950-1966,0
RM9 4DD,1930-1949,0
RM9 4LB,1950-1966,0
RM9 4SU,1930-1949,0
RM9 4ST,1930-1949,0
RM9 4JR,1930-1949,0
RM9 4TL,1930-1949,0
RM9 4HN,1996-2011,0
RM9 4HR,2012-onwards,0
IG11 9NW,1950-1966,0
IG11 9LL,1996-2011,0
IG11 9FD,2012-onwards,0
IG11 9NP,2012-onwards,0
IG11 9NR,1967-1982,0
RM9 4QX,2012-onwards,0
IG11 9ND,1930-1949,0
IG11 9NJ,1930-1949,0
IG11 9NA,1950-1966,0
IG11 9NG,1930-1949,0
IG11 9NQ,1950-1966,0
IG11 9FB,2012-onwards,0
IG11 9NE,1950-1966,0
IG11 9NF,1950-1966,0
IG11 9LZ,1950-1966,0
IG11 9NL,1930-1949,0
IG11 9QE,1996-2011,0
IG11 9NH,1930-1949,0
IG11 9NB,1950-1966,0
RM9 4TB,1930-1949,0
RM9 4QB,1930-1949,0
RM9 4TD,1930-1949,0
RM9 4TJ,1950-1966,0
RM9 4HQ,1996-2011,0
RM9 4ER,1930-1949,0
RM9 4HT,1950-1966,0
RM9 4DH,1930-1949,0
RM9 4TA,1930-1949,0
RM9 4DT,1930-1949,0
IG11 9NT,1930-1949,0
IG11 9NZ,1996-2011,0
IG11 9NY,1930-1949,0
IG11 9NU,1930-1949,0
IG11 9NN,1930-1949,0
IG11 9QS,1930-1949,0
IG11 9QT,1930-1949,0
IG11 9QP,1930-1949,0
IG11 9QB,1950-1966,0
IG11 9QR,1930-1949,0
IG11 9QU,1950-1966,0
IG11 9QW,1930-1949,0
IG11 9QL,1930-1949,0
IG11 9FE,2012-onwards,0
IG11 9FH,2012-onwards,0
IG11 9QN,1930-1949,0
IG11 9FG,2012-onwards,0
IG11 9QJ,1930-1949,0
IG11 9QX,1930-1949,0
IG11 9PZ,1930-1949,0
IG11 9PU,1900-1929,0
IG11 9QA,1950-1966,0
IG11 9PY,1930-1949,0
RM9 4JJ,1930-1949,0
RM9 4ET,1930-1949,0
RM9 4HL,1996-2011,0
RM9 4ES,1950-1966,0
RM9 4HJ,1996-2011,0
RM9 4HP,1996-2011,0
RM9 4EL,1930-1949,0
RM9 4DS,1930-1949,0
RM9 4EJ,1930-1949,0
IG11 9QQ,1930-1949,0
IG11 9QH,1930-1949,0
IG11 9QY,1900-1929,0
IG11 9QZ,1930-1949,0
IG11 9QD,1930-1949,0
IG11 9QF,1930-1949,0
IG11 9RA,1930-1949,0
RM9 4ED,1930-1949,0
RM9 4QD,1930-1949,0
RM9 4RH,1950-1966,0
RM9 4QU,1930-1949,0
RM9 4DX,1930-1949,0
RM9 4GD,1996-2011,0
IG11 9PP,1900-1929,0
IG11 9PR,1930-1949,0
IG11 9RB,1930-1949,0
IG11 9PX,1930-1949,0
IG11 9RJ,2012-onwards,0
RM9 4HU,1930-1949,0
RM9 4DJ,1930-1949,0
RM9 4XE,1996-2011,0
IG11 7QW,1900-1929,0
IG11 7QQ,1950-1966,0
IG11 7QP,1930-1949,0
RM9 4JA,1930-1949,0
RM9 4HX,1930-1949,0
RM9 4XA,1930-1949,0
RM9 4JH,1950-1966,0
IG11 7QR,1930-1949,0
IG11 7QY,1900-1929,0
IG11 7QS,1900-1929,0
IG11 7RP,1900-1929,0
IG11 7QT,1930-1949,0
IG11 9RH,1950-1966,0
IG11 9RT,1930-1949,0
IG11 9RS,1900-1929,0
IG11 9ST,1950-1966,0
IG11 9RQ,1950-1966,0
IG11 9PN,2012-onwards,0
RM9 4RB,1930-1949,0
RM9 4XD,1930-1949,0
RM9 4XH,1930-1949,0
RM9 4XL,1930-1949,0
RM9 4EH,1950-1966,0
RM9 4RD,1930-1949,0
IG11 9PS,1930-1949,0
IG11 9PT,1930-1949,0
IG11 7RB,1930-1949,0
RM9 4QS,1930-1949,0
IG11 9NX,1950-1966,0
RM9 4QH,1930-1949,0
RM9 4QR,1930-1949,0
RM9 4QP,1950-1966,0
IG11 9RU,1930-1949,0
IG11 9RX,1930-1949,0
IG11 9SA,1900-1929,0
IG11 9RY,1950-1966,0
IG11 9SP,1900-1929,0
IG11 9JU,1996-2011,0
IG11 7RD,1930-1949,0
IG11 7RR,1900-1929,0
IG11 7RJ,1930-1949,0
IG11 7QU,1900-1929,0
IG11 7RF,1930-1949,0
IG11 7RE,1930-1949,0
IG11 7QX,1950-1966,0
IG11 7QZ,1930-1949,0
IG11 7RA,1900-1929,0
IG11 9SR,1930-1949,0
IG11 9SS,pre-1900,0
IG11 9SQ,1930-1949,0
IG11 9SH,1930-1949,0
IG11 9SG,2012-onwards,0
IG11 9SL,1900-1929,0
IG11 9SJ,1930-1949,0
IG11 9SF,1930-1949,0
IG11 9SE,1950-1966,0
IG11 9SD,1930-1949,0
IG11 9SW,1930-1949,0
IG11 9SN,1930-1949,0
IG11 9SB,1930-1949,0
IG11 7YD,1967-1982,0
IG11 7XL,1900-1929,0
IG11 7YA,1930-1949,0
IG11 7XU,1930-1949,0
IG11 7XN,1930-1949,0
IG11 7YB,1930-1949,0
IG11 7TY,1900-1929,0
IG11 7TZ,1900-1929,0
IG11 7UA,1930-1949,0
IG11 7UD,1930-1949,0
IG11 7UB,1930-1949,0
IG11 7JU,1930-1949,0
IG11 7XS,1950-1966,0
IG11 7YG,1983-1995,0
IG11 7XW,1930-1949,0
IG11 7XT,1930-1949,0
IG11 7YE,1900-1929,0
IG11 7XY,1950-1966,0
IG11 7YF,1930-1949,0
IG11 7XX,1930-1949,0
IG11 7XP,1950-1966,0
IG11 7XR,1930-1949,0
IG11 7SB,2012-onwards,0
IG11 7EG,1950-1966,0
IG11 7EE,1950-1966,0
IG11 7TS,2012-onwards,0
IG11 7EQ,1950-1966,0
IG11 7LP,1967-1982,0
IG11 7JA,1950-1966,0
IG11 7LB,1967-1982,0
IG11 7LA,1967-1982,0
IG11 7EA,1900-1929,0
IG11 7EB,1950-1966,0
IG11 7LN,2012-onwards,0
IG11 7ED,1900-1929,0
IG11 7TT,1950-1966,0
IG11 7TX,1930-1949,0
IG11 7TU,1950-1966,0
IG11 7TR,1930-1949,0
IG11 0BB,1930-1949,0
IG11 7DZ,1950-1966,0
IG11 7DX,1950-1966,0
IG11 7EF,1950-1966,0
IG11 7DY,1900-1929,0
IG11 7PU,1950-1966,0
IG11 7XD,1900-1929,0
IG11 7XE,1900-1929,0
IG11 7PR,1900-1929,0
IG11 7DJ,1930-1949,0
IG11 7QD,2012-onwards,0
IG11 7QB,1900-1929,0
IG11 7PQ,1967-1982,0
IG11 7PW,1983-1995,0
IG11 7PL,1950-1966,0
IG11 7YL,1996-2011,0
IG11 7PZ,1983-1995,0
IG11 7PN,1950-1966,0
IG11 7QG,2012-onwards,0
IG11 7FY,2012-onwards,0
IG11 7HD,2012-onwards,0
IG11 7RY,2012-onwards,0
IG11 7YX,2012-onwards,0
IG11 7TB,2012-onwards,0
IG11 7YW,2012-onwards,0
IG11 7RN,2012-onwards,0
IG11 7UL,1930-1949,0
IG11 7UH,1900-1929,0
IG11 7XF,pre-1900,0
IG11 7UF,1930-1949,0
IG11 7UN,1900-1929,0
IG11 7AU,2012-onwards,0
IG11 7QH,2012-onwards,0
IG11 7HJ,2012-onwards,0
IG11 7AW,2012-onwards,0
IG11 7GW,1983-1995,0
IG11 7EW,2012-onwards,0
IG11 7AN,2012-onwards,0
IG11 7LE,pre-1900,0
IG11 7XG,1900-1929,0
IG11 7YQ,1900-1929,0
IG11 7YH,2012-onwards,0
IG11 7AD,1950-1966,0
IG11 7AF,pre-1900,0
IG11 7RZ,2012-onwards,0
IG11 7RQ,2012-onwards,0
IG11 7AE,1950-1966,0
IG11 7NJ,2012-onwards,0
IG11 7UW,1950-1966,0
IG11 7DL,1950-1966,0
IG11 7DW,1950-1966,0
IG11 7DP,1900-1929,0
IG11 7DN,1900-1929,0
IG11 7UE,1900-1929,0
IG11 7PF,2012-onwards,0
IG11 7PA,2012-onwards,0
IG11 7SL,2012-onwards,0
IG11 7XJ,1900-1929,0
IG11 7XH,1900-1929,0
IG11 7DH,1900-1929,0
IG11 7TL,1900-1929,0
IG11 7TN,1900-1929,0
IG11 7TA,1900-1929,0
IG11 7XZ,1950-1966,0
IG11 7UQ,1900-1929,0
IG11 7UG,1950-1966,0
IG11 7XQ,1900-1929,0
IG11 7AL,1950-1966,0
IG11 7AB,1967-1982,0
IG11 7AH,1996-2011,0
IG11 7AJ,1967-1982,0
IG11 7AG,1996-2011,0
IG11 7LF,1950-1966,0
IG11 7LG,1900-1929,0
RM9 6YE,1983-1995,0
RM9 6XD,1930-1949,0
RM9 6YG,1950-1966,0
RM9 6UP,1950-1966,0
RM9 6UN,1930-1949,0
RM9 6NP,1930-1949,0
RM9 6UL,1900-1929,0
RM9 6NB,1930-1949,0
RM9 6NL,1930-1949,0
RM9 6NA,1930-1949,0
RM9 4RU,1930-1949,0
RM9 4RX,1930-1949,0
RM9 4UL,1930-1949,0
RM9 4UU,1930-1949,0
RM9 4TX,1930-1949,0
RM9 6NJ,1930-1949,0
RM9 6GD,1996-2011,0
RM9 6GE,1996-2011,0
RM9 6UJ,1930-1949,0
RM9 6LL,1930-1949,0
RM9 6XR,1950-1966,0
RM9 6XJ,1930-1949,0
RM9 6XL,1930-1949,0
RM9 6AX,1950-1966,0
RM9 6BA,1930-1949,0
RM9 6BB,1930-1949,0
RM9 6AR,1930-1949,0
RM9 6AU,1930-1949,0
RM9 6XS,1950-1966,0
RM9 6BH,1930-1949,0
RM9 6BL,1930-1949,0
RM9 6XX,1930-1949,0
RM9 6TA,1930-1949,0
RM9 6TB,1930-1949,0
RM9 6BJ,1900-1929,0
RM9 6AP,1930-1949,0
RM9 6BD,1930-1949,0
RM9 6XU,1950-1966,0
RM9 4JB,1930-1949,0
RM9 4UX,1950-1966,0
RM9 4RS,1930-1949,0
RM9 4RT,1930-1949,0
RM9 4JD,1950-1966,0
RM9 4EU,1930-1949,0
RM9 6BS,1930-1949,0
RM9 6AZ,1930-1949,0
RM9 6NR,1930-1949,0
RM9 6AY,1900-1929,0
RM9 6XG,1930-1949,0
RM9 6YQ,1983-1995,0
RM9 6XH,1996-2011,0
RM9 6XQ,1983-1995,0
RM9 6XN,1996-2011,0
RM9 6FU,2012-onwards,0
RM9 6FT,2012-onwards,0
RM9 6YH,1983-1995,0
RM9 6YB,1983-1995,0
RM9 6YF,1983-1995,0
RM9 6XY,1983-1995,0
RM9 6UX,1930-1949,0
RM9 6BQ,1930-1949,0
RM9 6UR,1930-1949,0
RM9 6BG,1950-1966,0
RM9 6RT,1900-1929,0
RM9 6YD,1996-2011,0
RM9 6YA,1967-1982,0
RM9 6XZ,1983-1995,0
RM9 6JU,1930-1949,0
RM9 6JT,1930-1949,0
RM9 6DJ,1930-1949,0
RM9 6DL,1930-1949,0
RM9 6JB,1930-1949,0
RM9 6JQ,1930-1949,0
RM9 6JS,1900-1929,0
RM9 6ET,1950-1966,0
RM9 6ES,1930-1949,0
RM9 6DH,1930-1949,0
RM9 6EP,1930-1949,0
RM9 6EU,1996-2011,0
RM9 6DS,1930-1949,0
RM9 6DP,1930-1949,0
RM9 6HU,1930-1949,0
RM9 6HX,1950-1966,0
RM9 6JD,1950-1966,0
RM9 6JA,1930-1949,0
RM9 6AH,1930-1949,0
RM9 6AJ,1930-1949,0
RM9 6TJ,1930-1949,0
RM9 6TL,1930-1949,0
RM9 6AA,1930-1949,0
RM9 6BU,1930-1949,0
RM9 4TP,1930-1949,0
RM9 6DR,1996-2011,0
RM9 4UT,1996-2011,0
RM9 6AB,1930-1949,0
RM9 4UR,1930-1949,0
RM9 4HA,1930-1949,0
RM9 4TS,1930-1949,0
RM9 6JR,1930-1949,0
RM9 6JL,1930-1949,0
RM9 6EJ,1930-1949,0
RM9 6JP,1930-1949,0
RM9 6EL,2012-onwards,0
RM9 4JL,1930-1949,0
RM9 4SB,1930-1949,0
RM9 4SS,1930-1949,0
RM9 4JP,1930-1949,0
RM9 4SJ,1930-1949,0
RM9 4SH,1930-1949,0
RM9 4EX,1950-1966,0
RM9 4SA,1930-1949,0
RM9 4SD,1930-1949,0
RM9 6EH,1930-1949,0
RM9 6DT,1930-1949,0
RM9 6ER,1930-1949,0
RM9 6DU,1930-1949,0
RM9 6JJ,1930-1949,0
RM9 6LJ,1930-1949,0
RM9 6AL,1930-1949,0
RM9 6EA,1930-1949,0
RM9 6EB,1930-1949,0
RM9 6DX,1930-1949,0
RM9 6AS,1930-1949,0
RM9 6AT,1950-1966,0
RM9 4UP,1930-1949,0
RM9 4RR,1930-1949,0
RM9 4TU,1930-1949,0
RM9 6TP,1930-1949,0
RM9 4RP,1930-1949,0
RM9 6BE,1930-1949,0
RM9 6ED,1930-1949,0
RM9 6AD,1930-1949,0
RM10 7LJ,1930-1949,0
RM10 7SA,1900-1929,0
RM10 7RX,1900-1929,0
RM10 7LT,1950-1966,0
RM10 7QR,1950-1966,0
RM10 7LR,1930-1949,0
RM10 7LP,1950-1966,0
RM10 7QU,1930-1949,0
RM10 7FL,2012-onwards,0
RM10 7LL,1950-1966,0
RM10 7RS,1950-1966,0
RM10 7QX,1930-1949,0
RM10 7LS,1967-1982,0
RM10 7RT,1930-1949,0
RM10 7SB,1930-1949,0
RM10 7RP,1967-1982,0
RM10 7QT,1950-1966,0
RM10 7QS,1950-1966,0
RM10 7QP,1950-1966,0
RM10 7QL,1950-1966,0
RM8 3EA,1930-1949,0
RM8 3AD,1930-1949,0
RM8 3DA,1930-1949,0
RM8 3EB,1930-1949,0
RM8 3DR,1930-1949,0
RM8 3EL,1930-1949,0
RM8 3DU,1900-1929,0
RM8 3EH,1930-1949,0
RM8 3ED,1900-1929,0
RM8 3EJ,1930-1949,0
RM8 3DL,1930-1949,0
RM8 3DP,1930-1949,0
RM8 3DJ,1950-1966,0
RM10 7NA,1950-1966,0
RM10 7NB,1930-1949,0
RM10 7LX,1950-1966,0
RM10 7LU,1930-1949,0
RM8 1DS,1967-1982,0
RM8 1LB,1967-1982,0
RM8 1EG,2012-onwards,0
RM8 1JY,1967-1982,0
RM8 1LE,1967-1982,0
RM8 1JU,1967-1982,0
RM9 5TB,1930-1949,0
RM10 7RU,1950-1966,0
RM9 5TA,1930-1949,0
RM8 3NR,1930-1949,0
RM8 3DX,1930-1949,0
RM10 7ED,1930-1949,0
RM10 7EU,1950-1966,0
RM10 7EL,1967-1982,0
RM10 7EH,1967-1982,0
RM10 7DX,1930-1949,0
RM10 7HJ,1930-1949,0
RM10 7HD,1930-1949,0
RM10 7EX,1950-1966,0
RM10 7HA,1930-1949,0
RM10 7HH,1930-1949,0
RM10 7QA,1950-1966,0
RM10 7PT,1950-1966,0
RM10 7QH,1950-1966,0
RM10 7PU,1950-1966,0
RM10 7QB,1950-1966,0
RM10 7QD,1950-1966,0
RM10 7PX,1950-1966,0
RM10 7HS,1930-1949,0
RM10 7FG,1996-2011,0
RM10 7FE,1996-2011,0
RM10 7NH,1983-1995,0
RM10 7FB,1996-2011,0
RM10 7NN,1983-1995,0
RM10 7FA,1996-2011,0
RM10 7FF,1996-2011,0
RM10 7HR,1930-1949,0
RM10 7HL,1930-1949,0
RM10 7HP,1930-1949,0
RM10 7NU,1950-1966,0
RM10 7QJ,1930-1949,0
RM10 7NX,1967-1982,0
RM10 7NS,1930-1949,0
RM10 7PA,1950-1966,0
RM10 7RE,1930-1949,0
RM10 7JT,1930-1949,0
RM10 7JR,1930-1949,0
RM10 7LH,1930-1949,0
RM10 7JU,1930-1949,0
RM10 7ND,1950-1966,0
RM10 7JL,1930-1949,0
RM10 7HT,1930-1949,0
RM10 7HU,1930-1949,0
RM10 7DU,1967-1982,0
RM10 7YD,1950-1966,0
RM9 5TJ,1930-1949,0
RM9 5AB,1930-1949,0
RM9 5TH,1930-1949,0
RM9 5UL,1930-1949,0
RM9 5UT,1930-1949,0
RM9 5AL,1983-1995,0
RM9 5UP,1930-1949,0
RM9 5AY,1930-1949,0
RM10 7SD,1950-1966,0
RM10 7PJ,1950-1966,0
RM10 7PB,1950-1966,0
RM10 7PP,1950-1966,0
RM10 7PH,1950-1966,0
RM10 7PD,1950-1966,0
RM10 7PL,1967-1982,0
RM9 5AA,1900-1929,0
RM9 5TD,1930-1949,0
RM9 5TR,1950-1966,0
RM9 5TS,1950-1966,0
RM9 5TT,1930-1949,0
RM10 7YJ,1930-1949,0
RM10 7YP,1930-1949,0
RM10 7YH,1930-1949,0
RM10 7NT,1900-1929,0
RM10 7JP,1930-1949,0
RM10 7LD,1930-1949,0
RM9 5HJ,1930-1949,0
RM9 5TX,1930-1949,0
RM9 5UB,1930-1949,0
RM9 5BX,1983-1995,0
RM9 5ST,1930-1949,0
RM9 5UD,1930-1949,0
RM10 7LB,1930-1949,0
RM10 7SS,1930-1949,0
RM10 7XX,1900-1929,0
RM10 7LA,1900-1929,0
RM10 7FR,2012-onwards,0
RM9 5XL,1930-1949,0
RM9 5TU,1950-1966,0
RM9 5JU,1930-1949,0
RM9 5UR,1930-1949,0
RM9 5HR,1930-1949,0
RM9 5HH,1930-1949,0
RM9 5SS,1930-1949,0
RM9 5HL,1950-1966,0
RM9 5UJ,1983-1995,0
RM9 5HP,1930-1949,0
RM9 5UN,1996-2011,0
RM9 5UU,1930-1949,0
RM10 7SJ,1930-1949,0
RM9 5AZ,1930-1949,0
RM9 5SH,1930-1949,0
RM10 7SH,1930-1949,0
RM10 7NJ,1983-1995,0
RM10 7YU,1930-1949,0
RM10 7NL,1983-1995,0
RM10 7BQ,1930-1949,0
RM10 7YT,1930-1949,0
RM10 7YR,1930-1949,0
RM10 7BG,1950-1966,0
RM10 7YA,1930-1949,0
RM8 1DN,1967-1982,0
RM8 1JZ,1967-1982,0
RM10 7HB,1950-1966,0
RM8 1DW,1950-1966,0
RM8 1DR,2012-onwards,0
RM10 7FP,2012-onwards,0
RM10 7AE,1950-1966,0
RM10 7AF,1950-1966,0
RM10 7FT,2012-onwards,0
RM10 7AQ,1950-1966,0
RM10 7JA,1950-1966,0
RM10 7HY,1967-1982,0
RM10 7JB,1967-1982,0
RM10 7HZ,1967-1982,0
RM10 7FX,2012-onwards,0
RM10 7FW,2012-onwards,0
RM10 7AG,1967-1982,0
RM10 7DG,1967-1982,0
RM10 7AZ,1967-1982,0
IG11 9AU,1950-1966,0
IG11 9AT,1950-1966,0
IG11 9BA,1950-1966,0
IG11 9AZ,1950-1966,0
IG11 9DU,1900-1929,0
IG11 9DX,1930-1949,0
IG11 9HF,1930-1949,0
IG11 9HG,1930-1949,0
IG11 9EY,1930-1949,0
IG11 9AJ,1930-1949,0
IG11 9AH,1930-1949,0
IG11 9HX,1900-1929,0
IG11 9HD,1930-1949,0
IG11 9HQ,1930-1949,0
IG11 9HH,1930-1949,0
IG11 9ES,1930-1949,0
IG11 9ER,1930-1949,0
IG11 9HE,1930-1949,0
IG11 9EU,1930-1949,0
IG11 9AF,1900-1929,0
IG11 9HA,1930-1949,0
IG11 9EZ,1930-1949,0
IG11 9AE,1930-1949,0
IG11 9BL,1930-1949,0
IG11 8UP,1900-1929,0
IG11 9LW,1930-1949,0
IG11 8UR,1930-1949,0
IG11 9LR,1930-1949,0
IG11 9JX,1930-1949,0
IG11 9LA,1930-1949,0
IG11 8UN,1900-1929,0
IG11 9JZ,1930-1949,0
IG11 9LD,1930-1949,0
IG11 9DS,1930-1949,0
IG11 9HJ,1930-1949,0
IG11 9LB,1930-1949,0
IG11 9DR,1930-1949,0
IG11 9HU,1930-1949,0
IG11 9JY,1930-1949,0
IG11 9YB,1930-1949,0
IG11 8SU,1930-1949,0
IG11 8ST,1900-1929,0
IG11 8SY,1930-1949,0
IG11 8UD,1930-1949,0
IG11 9BP,1930-1949,0
IG11 9BW,1930-1949,0
IG11 9AW,1950-1966,0
IG11 9BB,1930-1949,0
IG11 9EX,1930-1949,0
IG11 8SS,1930-1949,0
IG11 9UZ,1930-1949,0
IG11 9UY,1967-1982,0
IG11 9UX,1900-1929,0
IG11 9HY,1930-1949,0
IG11 9LF,pre-1900,0
IG11 9HR,1930-1949,0
IG11 9HZ,1930-1949,0
IG11 9AD,1930-1949,0
IG11 9JJ,1996-2011,0
IG11 9LG,1900-1929,0
IG11 9BH,1930-1949,0
IG11 9UJ,1900-1929,0
IG11 8SP,1900-1929,0
IG11 9UW,1900-1929,0
IG11 9UN,1900-1929,0
IG11 9XA,1900-1929,0
IG11 9XZ,1930-1949,0
IG11 9YA,1900-1929,0
IG11 9XB,1900-1929,0
IG11 8SL,1930-1949,0
IG11 8SN,1900-1929,0
IG11 9UG,1930-1949,0
IG11 9UQ,1930-1949,0
IG11 9UL,1930-1949,0
IG11 9BN,1930-1949,0
IG11 9HB,1930-1949,0
IG11 9JF,1930-1949,0
IG11 9LQ,1950-1966,0
IG11 9JG,1930-1949,0
IG11 9BJ,1930-1949,0
IG11 9JA,1930-1949,0
IG11 9JQ,1930-1949,0
IG11 9PL,1996-2011,0
IG11 9PD,2012-onwards,0
IG11 9PQ,1996-2011,0
IG11 9PB,1983-1995,0
IG11 9TZ,1900-1929,0
IG11 9TY,1967-1982,0
IG11 9JH,1930-1949,0
IG11 9JE,1930-1949,0
IG11 9JL,1930-1949,0
IG11 9JN,1930-1949,0
IG11 9UT,1930-1949,0
IG11 9UP,1930-1949,0
IG11 9UU,1900-1929,0
IG11 9TS,1900-1929,0
IG11 9UA,1930-1949,0
IG11 9TX,1930-1949,0
IG11 9XY,1930-1949,0
IG11 9SZ,1996-2011,0
IG11 9UR,1930-1949,0
IG11 9LT,1930-1949,0
IG11 9XX,1930-1949,0
IG11 9UB,1983-1995,0
IG11 9XU,1930-1949,0
IG11 9TU,1930-1949,0
IG11 9XT,1930-1949,0
IG11 9BX,1930-1949,0
IG11 9BU,1930-1949,0
IG11 9EA,1950-1966,0
IG11 9AY,1950-1966,0
IG11 9EB,1950-1966,0
IG11 9AX,1930-1949,0
IG11 9EF,1930-1949,0
IG11 9DZ,1930-1949,0
IG11 9ED,1950-1966,0
IG11 9DY,1900-1929,0
IG11 9EE,1930-1949,0
IG11 9AL,1930-1949,0
IG11 9AN,1930-1949,0
IG11 9AP,1930-1949,0
IG11 9ET,1930-1949,0
IG11 9BT,1930-1949,0
IG11 9AS,1950-1966,0
IG11 9BS,1930-1949,0
IG11 9AR,1950-1966,0
IG11 9EH,1950-1966,0
IG11 9EJ,1930-1949,0
IG11 8UG,1950-1966,0
IG11 9EG,1950-1966,0
RM9 4AP,1930-1949,0
RM9 4BD,1930-1949,0
RM9 4BL,1930-1949,0
RM9 4BB,1930-1949,0
RM9 4BA,1930-1949,0
RM9 4AS,1930-1949,0
RM9 4AR,1930-1949,0
RM9 4AH,1930-1949,0
RM9 4LH,1930-1949,0
RM9 4HB,1900-1929,0
RM9 4LD,1930-1949,0
RM8 2XS,1930-1949,0
RM8 2XB,1983-1995,0
RM8 2XG,1983-1995,0
RM8 2XT,1950-1966,0
RM8 2NT,1930-1949,0
RM8 2AG,1930-1949,0
RM8 2AQ,1930-1949,0
RM8 2XH,1967-1982,0
RM8 2XJ,1930-1949,0
RM8 2XD,1930-1949,0
RM8 2NS,1967-1982,0
RM8 2EX,1930-1949,0
RM8 2YD,1930-1949,0
RM8 2HD,1950-1966,0
RM8 2YS,1930-1949,0
RM8 2NB,1930-1949,0
RM8 2JP,1930-1949,0
RM8 2JJ,1930-1949,0
RM8 2GR,2012-onwards,0
RM8 2AF,1967-1982,0
RM8 2HB,1930-1949,0
RM8 2HA,1930-1949,0
RM8 2YB,1930-1949,0
RM8 2AN,1930-1949,0
RM8 2AE,1930-1949,0
RM8 2ND,1930-1949,0
RM8 2YU,1950-1966,0
RM8 2YT,1930-1949,0
RM8 2BG,1930-1949,0
RM8 2YA,1930-1949,0
RM8 2YH,1930-1949,0
RM8 2DW,1930-1949,0
RM8 2DF,1900-1929,0
RM8 2DY,1930-1949,0
